Stream,S,D84,D50,Q,h,w,tau,D,Fi,Qsi t/day,qsi,excess_grain_stress,gs_ratio,V_adj,h_adj,Wi_star
North Fork Clearwater,0.003,0.21133000000000002,0.087375,159.70550757468502,1.92115054644431,76.73657084293541,9.42324343030934,0.002,0.023,0.09187840290381098,0.001197322240159,0.0,1.542626991581801,3.33917045672615,0.8025936317663271,0.0007254290307695462
North Fork Clearwater,0.003,0.21133000000000002,0.087375,159.70550757468502,1.92115054644431,76.73657084293541,9.42324343030934,0.0005,0.055999999999999994,1.9498638838475502,0.025409838652270998,0.18561379847072304,2.2330257297056146,3.8957384404425306,0.7151670775953937,0.006323035182880144
North Fork Clearwater,0.003,0.21133000000000002,0.087375,159.422341781113,1.92009462981792,76.72472422700959,9.4180641592569,0.002,0.023,0.056406533575317996,0.000735180662343,0.0,1.5412567046106411,3.337192748366513,0.8018807027155931,0.0004457959366568557
North Fork Clearwater,0.003,0.21133000000000002,0.087375,159.422341781113,1.92009462981792,76.72472422700959,9.4180641592569,0.0005,0.055999999999999994,1.4680943738657,0.019134566968556,0.18503862285233,2.231055074000529,3.893446098199645,0.7145359392870417,0.004765412259177783
North Fork Clearwater,0.003,0.21133000000000002,0.087375,244.37207985275398,2.1917513198767797,79.6295103090076,10.7505402239956,0.004,0.01,0.08035390199636999,0.001009097025519,0.0,1.5898943174511782,3.5681694983035044,1.0542983796434122,0.0011539841049119407
North Fork Clearwater,0.003,0.21133000000000002,0.087375,244.37207985275398,2.1917513198767797,79.6295103090076,10.7505402239956,0.002,0.023,0.17677858439201397,0.0022200134561420003,0.035823484846719,1.9111324214982097,3.8517535551593953,0.9943186002364767,0.0011038108829593473
North Fork Clearwater,0.003,0.21133000000000002,0.087375,244.37207985275398,2.1917513198767797,79.6295103090076,10.7505402239956,0.0005,0.055999999999999994,2.03869328493648,0.025602233104602,0.340427526984652,2.7628195047424797,4.489820530054797,0.8848431636256681,0.005228254516132807
North Fork Clearwater,0.003,0.21133000000000002,0.087375,244.655245646326,2.1925378010041,79.6375336062615,10.7543979139251,0.004,0.01,0.28384754990925604,0.0035642433543040006,0.0,1.5908294278363135,3.5695684614607153,1.0549184745472149,0.0040738077493967005
North Fork Clearwater,0.003,0.21133000000000002,0.087375,244.655245646326,2.1925378010041,79.6375336062615,10.7543979139251,0.002,0.023,1.01851179673321,0.012789343800737,0.035956814579548,1.912253356236441,3.853259518277271,0.9949017970088911,0.006355556846884439
North Fork Clearwater,0.003,0.21133000000000002,0.087375,244.655245646326,2.1925378010041,79.6375336062615,10.7543979139251,0.0005,0.055999999999999994,7.046098003629759,0.088477099736245,0.340898818816815,2.7644305899672474,4.491565795637377,0.8853591429521159,0.018058265443752806
North Fork Clearwater,0.003,0.21133000000000002,0.087375,247.77006937561902,2.20114791181815,79.72523469192791,10.796630507467999,0.002,0.023,0.051197822141560996,0.000642178381028,0.03741874141328501,1.9245436925678727,3.8697521970453423,1.0012961786226595,0.0003172545214313596
North Fork Clearwater,0.003,0.21133000000000002,0.087375,247.77006937561902,2.20114791181815,79.72523469192791,10.796630507467999,0.0005,0.055999999999999994,1.6003448275862,0.020073253265045,0.34606636972052,2.7820949457142183,4.510679161305149,0.8910164739488493,0.004072955944207201
North Fork Clearwater,0.003,0.21133000000000002,0.087375,246.63740620133098,2.1980256526526203,79.6934604638424,10.781315826261102,0.002,0.023,0.324147005444646,0.004067422892142,0.036888124165484995,1.920082914204447,3.863770248432134,0.998975337403918,0.0020137065074653272
North Fork Clearwater,0.003,0.21133000000000002,0.087375,246.63740620133098,2.1980256526526203,79.6934604638424,10.781315826261102,0.0005,0.055999999999999994,4.82104355716879,0.06049484523709599,0.344190778072278,2.7756837023662855,4.503746692334958,0.8889631567353937,0.012300847205891493
North Fork Clearwater,0.003,0.21133000000000002,0.087375,205.295200339799,2.07657607807489,78.4314984425821,10.1856056629573,0.004,0.01,0.043448275862069,0.0005539646280490001,0.0,1.4555530468642077,3.364227295761414,0.9652133490571391,0.000686932526443618
North Fork Clearwater,0.003,0.21133000000000002,0.087375,205.295200339799,2.07657607807489,78.4314984425821,10.1856056629573,0.002,0.023,0.3579310344827589,0.004563613364403,0.016676157453875,1.750085459899706,3.6322088287504024,0.9105295400815407,0.002460441554342206
North Fork Clearwater,0.003,0.21133000000000002,0.087375,205.295200339799,2.07657607807489,78.4314984425821,10.1856056629573,0.0005,0.055999999999999994,1.6675862068965501,0.02126169000988,0.27273845484420495,2.531323854025779,4.235380639395199,0.8107024737998807,0.004708057961849819
North Fork Clearwater,0.003,0.21133000000000002,0.087375,204.16253716551003,2.07301992923,78.3937561695822,10.1681627528731,0.002,0.023,0.029219600725952997,0.0003727286732219999,0.016096957548378,1.7452115670158659,3.625462025299306,0.9079937648022102,0.00020147147568389952
North Fork Clearwater,0.003,0.21133000000000002,0.087375,204.16253716551003,2.07301992923,78.3937561695822,10.1681627528731,0.0005,0.055999999999999994,1.01433756805808,0.012939009656123998,0.27069064550317,2.524317028164113,4.227561204661656,0.8084584104610457,0.0028725104020314914
North Fork Clearwater,0.003,0.21133000000000002,0.087375,165.085657652556,1.94097191109063,76.9580881374074,9.520467223899539,0.002,0.023,0.013067150635209,0.000169795676471,0.0,1.5684480771722984,3.376328821576453,0.8160277535425684,0.00010130333237820232
North Fork Clearwater,0.003,0.21133000000000002,0.087375,165.085657652556,1.94097191109063,76.9580881374074,9.520467223899539,0.0005,0.055999999999999994,0.349909255898366,0.004546750892169001,0.196452907129237,2.2701589755909537,3.9388080788903035,0.7270596745270689,0.0011141356574851443
North Fork Clearwater,0.003,0.21133000000000002,0.087375,164.236160271839,1.93787216482007,76.9235540041254,9.50526296844244,0.004,0.01,0.012958257713249,0.000168456305497,0.0,1.300678301359422,3.1211398963507127,0.8625120616563838,0.00023171460095617664
North Fork Clearwater,0.003,0.21133000000000002,0.087375,164.236160271839,1.93787216482007,76.9235540041254,9.50526296844244,0.002,0.023,0.032087114337568,0.0004171298993259999,0.0,1.5643977461622531,3.3705136713119157,0.8139204587182541,0.0002494649948183009
North Fork Clearwater,0.003,0.21133000000000002,0.087375,164.236160271839,1.93787216482007,76.9235540041254,9.50526296844244,0.0005,0.055999999999999994,0.572014519056261,0.007436142628375999,0.194752575759714,2.264334314756258,3.9320678628168775,0.7251942210252488,0.0018265258085596872
North Fork Clearwater,0.003,0.21133000000000002,0.087375,174.71329463400798,1.9753564557598702,77.3385303565606,9.68912341550216,0.002,0.023,0.12424682395644301,0.0016065320013660001,0.00047292198895,1.6136830339565402,3.440937576113138,0.8395624696122195,0.0009335705576841033
North Fork Clearwater,0.003,0.21133000000000002,0.087375,174.71329463400798,1.9753564557598702,77.3385303565606,9.68912341550216,0.0005,0.055999999999999994,1.3548820326678797,0.017518848967279,0.21544489870820802,2.335207070093128,4.013693795687356,0.7478925091108433,0.004181221196703039
North Fork Clearwater,0.003,0.21133000000000002,0.087375,174.14696304686402,1.9733705521908,77.31668779859041,9.67938255849587,0.002,0.023,0.09283121597096199,0.0012006620900880001,0.00016089854327,1.611055207351292,3.4372009301734128,0.8381952713781241,0.0006987692957675207
North Fork Clearwater,0.003,0.21133000000000002,0.087375,174.14696304686402,1.9733705521908,77.31668779859041,9.67938255849587,0.0005,0.055999999999999994,0.905353901996371,0.011709682964625,0.214341484590517,2.3314283851385267,4.009362822861756,0.7466823165724473,0.002798968179533484
North Fork Clearwater,0.003,0.21133000000000002,0.087375,142.715559960357,1.85535967146845,75.9893207426735,9.10053918855275,0.004,0.01,0.013067150635209,0.000171960355843,0.0,1.2121686215510785,2.977890082732714,0.8038190963564689,0.0002524875582877372
North Fork Clearwater,0.003,0.21133000000000002,0.087375,142.715559960357,1.85535967146845,75.9893207426735,9.10053918855275,0.002,0.023,0.07114337568058099,0.000936228604036,0.0,1.458265035008562,3.2162930615848353,0.7587020303108118,0.0005976758626146901
North Fork Clearwater,0.003,0.21133000000000002,0.087375,142.715559960357,1.85535967146845,75.9893207426735,9.10053918855275,0.0005,0.055999999999999994,0.6417422867513609,0.008445164142532,0.15021073711856303,2.111692416660673,3.753309800061743,0.676307878728591,0.0022142758087985532
North Fork Clearwater,0.003,0.21133000000000002,0.087375,142.149228373213,1.85307562649101,75.9630386898789,9.0893359479384,0.002,0.023,0.045735027223230994,0.000602069480263,0.0,1.455373457774878,3.2120399544964124,0.7571976086416853,0.00038506396371850425
North Fork Clearwater,0.003,0.21133000000000002,0.087375,142.149228373213,1.85307562649101,75.9630386898789,9.0893359479384,0.0005,0.055999999999999994,0.117604355716879,0.001548178663534,0.14899755192816197,2.1075332627773897,3.7483798769373995,0.6749758341003503,0.0004066746963763255
North Fork Clearwater,0.003,0.21133000000000002,0.087375,137.61857567605801,1.83457321500239,75.74927162459271,8.998581619586721,0.002,0.023,0.026143375680581,0.00034513039029800005,0.0,1.4320418934254409,3.1776187351944807,0.745058727973713,0.00022408181310864907
North Fork Clearwater,0.003,0.21133000000000002,0.087375,137.61857567605801,1.83457321500239,75.74927162459271,8.998581619586721,0.0005,0.055999999999999994,0.364056261343013,0.004806069464895001,0.13920931462028302,2.0739729926929296,3.708480818415157,0.6642275476116051,0.0012816022461347204
North Fork Clearwater,0.003,0.21133000000000002,0.087375,137.052244088914,1.8322309935609697,75.7221004330421,8.987093023416561,0.004,0.01,0.019437386569873,0.000256693705784,0.0,1.18784799681618,2.9379239623838194,0.7876914865094033,0.00038405966414450194
North Fork Clearwater,0.003,0.21133000000000002,0.087375,137.052244088914,1.8322309935609697,75.7221004330421,8.987093023416561,0.002,0.023,0.12348457350272199,0.001630760013213,0.0,1.4291000758640362,3.173265427687884,0.7435281674082062,0.0010608297628524274
North Fork Clearwater,0.003,0.21133000000000002,0.087375,137.052244088914,1.8322309935609697,75.7221004330421,8.987093023416561,0.0005,0.055999999999999994,1.00045372050817,0.013212176032978001,0.137975231489511,2.0697413514640033,3.703434689796846,0.6628722875933863,0.0035299601483810895
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.45249893812799,1.70408052209143,74.19581319260779,8.358514960858459,0.002,0.023,0.0064700544464609995,8.72024197600629e-05,0.0,1.272183207377652,2.9365072522728695,0.6618879004796806,6.32440025563887e-05
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.45249893812799,1.70408052209143,74.19581319260779,8.358514960858459,0.0005,0.055999999999999994,0.27483666061705997,0.0037042071350250005,0.072180199747047,1.8439868746259378,3.4289871387728468,0.5905703130542749,0.0011033819731711982
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.7356647317,1.7054576739482599,74.2126470169869,8.36526989071621,0.004,0.01,0.013266787658802001,0.00017876720737100002,0.0,1.058378501165265,2.7203658313031527,0.7018370507901557,0.0002978381005034361
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.7356647317,1.7054576739482599,74.2126470169869,8.36526989071621,0.002,0.023,0.034555353901996,0.000465626214547,0.0,1.273827107928339,2.9390363884443893,0.6627431844338955,0.000337288849912368
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.7356647317,1.7054576739482599,74.2126470169869,8.36526989071621,0.0005,0.055999999999999994,0.26070780399274,0.003512983493677,0.072869153366513,1.8463523434431823,3.43191898501058,0.5913278974379509,0.0010451544639732714
North Fork Clearwater,0.003,0.21133000000000002,0.087375,109.301996318845,1.70820456930663,74.2461949340668,8.378743412449019,0.0005,0.055999999999999994,0.154264972776769,0.002077749208747,0.07424453472908,1.8510745061250717,3.43776805986147,0.5928402558672389,0.0006166647100355981
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.7356647317,1.7054576739482599,74.2126470169869,8.36526989071621,0.002,0.023,0.006261343012704001,8.43702962282266e-05,0.0,1.273827107928339,2.9390363884443893,0.6627431844338955,6.111588929603083e-05
North Fork Clearwater,0.003,0.21133000000000002,0.087375,108.7356647317,1.7054576739482599,74.2126470169869,8.36526989071621,0.0005,0.055999999999999994,0.202450090744102,0.0027279729113789996,0.072869153366513,1.8463523434431823,3.43191898501058,0.5913278974379509,0.0008116044584489787
North Fork Clearwater,0.003,0.21133000000000002,0.087375,111.850488460994,1.72044547151252,74.3952235434522,8.438785037768909,0.008,0.037000000000000005,0.073366606170599,0.000986173610027,0.0,0.8920212243349103,2.542057852146857,0.7539299018186852,0.00043827237760955725
North Fork Clearwater,0.003,0.21133000000000002,0.087375,111.850488460994,1.72044547151252,74.3952235434522,8.438785037768909,0.004,0.01,0.013275862068966,0.00017845046276700001,0.0,1.07334499831767,2.745951504010647,0.7117617064880352,0.00029343379186655286
North Fork Clearwater,0.003,0.21133000000000002,0.087375,111.850488460994,1.72044547151252,74.3952235434522,8.438785037768909,0.002,0.023,0.092931034482759,0.001249153239367,0.0,1.2917777930355299,2.966583076396355,0.6720825163861396,0.0008930593665489484
North Fork Clearwater,0.003,0.21133000000000002,0.087375,111.850488460994,1.72044547151252,74.3952235434522,8.438785037768909,0.0005,0.055999999999999994,0.51915607985481,0.0069783523071419995,0.08039270839930099,1.8721816573644616,3.4638517517947376,0.5996002046969501,0.0020490724375615403
North Fork Clearwater,0.003,0.21133000000000002,0.087375,112.983151635282,1.7258241238348502,74.460465627522,8.46516732740994,0.002,0.023,0.020172413793103,0.00027091441912299995,0.0,1.2982464228619526,2.976478352945681,0.6754479969159578,0.00019278058661039967
North Fork Clearwater,0.003,0.21133000000000002,0.087375,112.983151635282,1.7258241238348502,74.460465627522,8.46516732740994,0.0005,0.055999999999999994,0.333729582577133,0.004481970126893,0.08310407400508099,1.8814891343028644,3.4753225283055134,0.6025810933599308,0.0013099054332680199
North Fork Clearwater,0.003,0.21133000000000002,0.087375,100.807022511681,1.66592076536536,73.725420044206,8.17134135411709,0.0005,0.055999999999999994,0.127041742286752,0.0017231742079,0.053247318039593,1.778968656695501,3.3479027710084863,0.5697470469856385,0.0005310231591801392
North Fork Clearwater,0.003,0.21133000000000002,0.087375,101.93968568596901,1.6716973229547802,73.7971216846724,8.1996753690932,0.002,0.023,0.014392014519056003,0.00019502135300799998,0.0,1.233794650355282,2.8771327057067917,0.6419152100191955,0.0001455699304833128
North Fork Clearwater,0.003,0.21133000000000002,0.087375,101.93968568596901,1.6716973229547802,73.7971216846724,8.1996753690932,0.0005,0.055999999999999994,0.221542649727768,0.003002050007782,0.056093794936283,1.7887455674028971,3.3601579008191504,0.5728782803456058,0.0009203377601438435
North Fork Clearwater,0.003,0.21133000000000002,0.087375,134.786917740337,1.8227947379928202,75.61238041379009,8.94080818985478,0.002,0.023,0.021415607985481002,0.000283228855755,0.0,1.4172749148316404,3.1557363005077317,0.7373758058904808,0.00018567645184896134
North Fork Clearwater,0.003,0.21133000000000002,0.087375,134.786917740337,1.8227947379928202,75.61238041379009,8.94080818985478,0.0005,0.055999999999999994,0.34156079854809396,0.004517260224832,0.133014821413629,2.0527312585173996,3.683115766688803,0.6574244961504045,0.0012162819150609977
North Fork Clearwater,0.003,0.21133000000000002,0.087375,134.786917740337,1.8227947379928202,75.61238041379009,8.94080818985478,0.002,0.023,0.035535390199637,0.000469967880989,0.0,1.4172749148316404,3.1557363005077317,0.7373758058904808,0.00030809702772833364
North Fork Clearwater,0.003,0.21133000000000002,0.087375,134.786917740337,1.8227947379928202,75.61238041379009,8.94080818985478,0.0005,0.055999999999999994,0.36373865698729607,0.0048105701076560006,0.133014821413629,2.0527312585173996,3.683115766688803,0.6574244961504045,0.0012952562243173922
North Fork Clearwater,0.003,0.21133000000000002,0.087375,181.226107886167,1.99788132871598,77.5851784731939,9.799607917351882,0.004,0.01,0.543103448275862,0.007000092787871,0.0,1.3667510134015515,3.225964431984739,0.9063265167934635,0.009198204914523273
North Fork Clearwater,0.003,0.21133000000000002,0.087375,181.226107886167,1.99788132871598,77.5851784731939,9.799607917351882,0.002,0.023,1.1376588021778602,0.014663352260908,0.004027891005929,1.6436194438138783,3.4833636764815683,0.8551377007215942,0.008377312485080278
North Fork Clearwater,0.003,0.21133000000000002,0.087375,181.226107886167,1.99788132871598,77.5851784731939,9.799607917351882,0.0005,0.055999999999999994,4.03611615245009,0.052021742191964995,0.228016067494226,2.378252928845631,4.062867564632021,0.7616787277813599,0.01220664035649079
North Fork Clearwater,0.003,0.21133000000000002,0.087375,180.659776299023,1.9959450402617902,77.56405485154299,9.79011042248408,0.002,0.023,0.17303085299455498,0.0022308123695409998,0.003721152129628,1.6410366200143536,3.4797134914724217,0.8537939164206677,0.0012763393417886924
North Fork Clearwater,0.003,0.21133000000000002,0.087375,180.659776299023,1.9959450402617902,77.56405485154299,9.79011042248408,0.0005,0.055999999999999994,1.88686025408349,0.024326477744039,0.226931393683061,2.3745391490165053,4.058636860906168,0.7604893222891184,0.005716393973809629
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.780121761291,2.1532366309124398,79.2340431642471,10.5616256746255,0.004,0.01,0.056624319419238,0.000714646345913,0.0,1.5443950674304698,3.4997652042755645,1.0241266977616093,0.0008392809280646304
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.780121761291,2.1532366309124398,79.2340431642471,10.5616256746255,0.002,0.023,0.519056261343013,0.006550924837535,0.029336946584697998,1.8565905197185104,3.778116895908677,0.9659416930050503,0.003344960220547015
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.780121761291,2.1532366309124398,79.2340431642471,10.5616256746255,0.0005,0.055999999999999994,8.86170598911071,0.111842153135376,0.317498174093046,2.6844249387958214,4.404481759755681,0.8597358789752481,0.023454904507518696
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.496955967719,2.15241778997256,79.225580310373,10.5576092598154,0.008,0.037000000000000005,0.213611615245009,0.0026962455107070005,0.0,1.2841039034896018,3.2409232682871556,1.0853153528995212,0.0008562915681658891
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.496955967719,2.15241778997256,79.225580310373,10.5576092598154,0.004,0.01,0.116515426497278,0.0014706793694770001,0.0,1.5434339936554755,3.498313122668933,1.0234893858896361,0.0017281520739353285
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.496955967719,2.15241778997256,79.225580310373,10.5576092598154,0.002,0.023,0.718511796733212,0.009069189445105999,0.029199950122807003,1.8554384158006147,3.776553731767626,0.965342279619519,0.004633451212724049
North Fork Clearwater,0.003,0.21133000000000002,0.087375,230.496955967719,2.15241778997256,79.225580310373,10.5576092598154,0.0005,0.055999999999999994,8.660980036297639,0.109320499797761,0.31701388544234305,2.682768921463808,4.402670161756857,0.8592055093247651,0.02293916145758779
North Fork Clearwater,0.003,0.21133000000000002,0.087375,274.953985558545,2.2732942302456802,80.4505798736168,11.1505081993551,0.008,0.037000000000000005,0.197459165154265,0.002454415685561,0.0,1.404817453014279,3.4409780386101665,1.1873415738666078,0.0007181525966960259
North Fork Clearwater,0.003,0.21133000000000002,0.087375,274.953985558545,2.2732942302456802,80.4505798736168,11.1505081993551,0.004,0.01,0.185843920145191,0.0023100382922929996,0.005290809552047,1.6881213785458484,3.7136623805140223,1.1194351816386967,0.002500860807318244
North Fork Clearwater,0.003,0.21133000000000002,0.087375,274.953985558545,2.2732942302456802,80.4505798736168,11.1505081993551,0.002,0.023,0.7201451905626128,0.008951398382633001,0.04983248310415599,2.0288743758608274,4.008372526048975,1.055577053043827,0.004213406794937229
North Fork Clearwater,0.003,0.21133000000000002,0.087375,274.953985558545,2.2732942302456802,80.4505798736168,11.1505081993551,0.0005,0.055999999999999994,10.511796733212401,0.13066154090779403,0.389942651620456,2.9320326621139463,4.6713223987417205,0.9390367529059829,0.02525981060962626
North Fork Clearwater,0.003,0.21133000000000002,0.087375,275.237151352117,2.27401927287858,80.45778472639441,11.1540645334694,0.004,0.01,0.21851179673321203,0.0027158564889190003,0.005357964810993,1.689006282519662,3.714960054801423,1.120021983425137,0.0029387958747405267
North Fork Clearwater,0.003,0.21133000000000002,0.087375,275.237151352117,2.27401927287858,80.45778472639441,11.1540645334694,0.002,0.023,1.42032667876588,0.017653067177972,0.049958719077715,2.0299350426723115,4.009769417974722,1.0561288937888473,0.008305292689483391
North Fork Clearwater,0.003,0.21133000000000002,0.087375,275.237151352117,2.27401927287858,80.45778472639441,11.1540645334694,0.0005,0.055999999999999994,13.9691470054446,0.173620825541596,0.39038880280503496,2.9335568790980493,4.6729411829330525,0.9395249110994337,0.033548753927201504
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.32082684411702,2.11653073083386,78.85238553543701,10.3815832347401,0.004,0.01,0.11051724137931,0.001401571311113,0.0,1.5015700504147356,3.4347650621232706,0.9957283661540892,0.0016890097143198058
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.32082684411702,2.11653073083386,78.85238553543701,10.3815832347401,0.002,0.023,0.564219600725953,0.007155390377789,0.023233175585607998,1.8052523586219078,3.708143958081418,0.9392316189640944,0.003749060464280487
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.32082684411702,2.11653073083386,78.85238553543701,10.3815832347401,0.0005,0.055999999999999994,5.14196007259528,0.065209949422322,0.295920329376263,2.6106294286589384,4.3233871305626,0.8361015255407207,0.014032749882133275
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.037661050545,2.1156798943523203,78.84348252282679,10.3774098817981,0.008,0.037000000000000005,0.773593466424682,0.009811761754698,0.0,1.2483563996344145,3.180492428779516,1.055101820601678,0.0031976000926590203
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.037661050545,2.1156798943523203,78.84348252282679,10.3774098817981,0.004,0.01,0.956442831215971,0.012130905442171998,0.0,1.5005836086223,3.433260607109404,0.9950742321201713,0.014627566969327356
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.037661050545,2.1156798943523203,78.84348252282679,10.3774098817981,0.002,0.023,2.22232304900181,0.028186515586224,0.023092597588839,1.8040697998272424,3.7065243960951433,0.9386163606009468,0.014777209598170013
North Fork Clearwater,0.003,0.21133000000000002,0.087375,218.037661050545,2.1156798943523203,78.84348252282679,10.3774098817981,0.0005,0.055999999999999994,10.1129764065336,0.12826648548414502,0.295423344786107,2.608929503926148,4.3215101296967395,0.8355570937470744,0.027618751709418604
North Fork Clearwater,0.003,0.21133000000000002,0.087375,252.01755627920102,2.21276939633613,79.8432187187466,10.8536338890287,0.016,0.032,4.5319509981851205,0.056760625021259004,0.0,1.1183082986478308,3.0953635884669315,1.2046969937736511,0.019996167787136174
North Fork Clearwater,0.003,0.21133000000000002,0.087375,252.01755627920102,2.21276939633613,79.8432187187466,10.8536338890287,0.008,0.037000000000000005,0.04251361161524501,0.0005324636493550001,0.0,1.3437823860450742,3.3405753144144095,1.1357551757045026,0.00016223248546934162
North Fork Clearwater,0.003,0.21133000000000002,0.087375,252.01755627920102,2.21276939633613,79.8432187187466,10.8536338890287,0.004,0.01,0.144546279491833,0.0018103764078079999,0.0,1.6149668191722415,3.605584744824376,1.0709245777799659,0.0020408846672054447
North Fork Clearwater,0.003,0.21133000000000002,0.087375,252.01755627920102,2.21276939633613,79.8432187187466,10.8536338890287,0.002,0.023,0.29759528130671503,0.0037272455454859994,0.039398600212394,1.9411870062018923,3.8920303871913733,1.0099553150224816,0.0018268788581117716
North Fork Clearwater,0.003,0.21133000000000002,0.087375,252.01755627920102,2.21276939633613,79.8432187187466,10.8536338890287,0.0005,0.055999999999999994,3.4861161524501,0.043662019247122,0.35306455205646203,2.8060151528584534,4.536497200337691,0.8986773550624197,0.008789524302037817
North Fork Clearwater,0.003,0.21133000000000002,0.087375,251.168058898485,2.2104559752944,79.8197679146936,10.842286558819001,0.008,0.037000000000000005,0.33793103448275896,0.004233675984174,0.0,1.3414729736626267,3.336746828731051,1.1338032770240025,0.001291953564518375
North Fork Clearwater,0.003,0.21133000000000002,0.087375,251.168058898485,2.2104559752944,79.8197679146936,10.842286558819001,0.004,0.01,0.6155172413793101,0.007711338399745,0.0,1.6121987516141831,3.601463563993824,1.0690890034847618,0.008706844200878628
North Fork Clearwater,0.003,0.21133000000000002,0.087375,251.168058898485,2.2104559752944,79.8197679146936,10.842286558819001,0.002,0.023,0.96551724137931,0.012096217097638999,0.03900387483857601,1.9378689348961784,3.8875940239082674,1.008228998217288,0.00593817166300322
North Fork Clearwater,0.003,0.21133000000000002,0.087375,251.168058898485,2.2104559752944,79.8197679146936,10.842286558819001,0.0005,0.055999999999999994,10.15,0.12716148223893198,0.35166933307877896,2.8012463784319355,4.53135594416126,0.8971500683746958,0.025638851445864533
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.67308509132098,2.1870191754331203,79.5811915177803,10.7273290554995,0.008,0.037000000000000005,0.095226860254084,0.0011966000814749998,0.0,1.3181746410243402,3.2979996587467117,1.114111694403175,0.00037104128354803874
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.67308509132098,2.1870191754331203,79.5811915177803,10.7273290554995,0.004,0.01,0.051941923774955004,0.0006526909535319999,0.0,1.5842729581797192,3.5597539280176225,1.0505707168005174,0.0007488287722517051
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.67308509132098,2.1870191754331203,79.5811915177803,10.7273290554995,0.002,0.023,0.212096188747731,0.002665154726922,0.035021995537271006,1.90439397179218,3.8426943106302347,0.9908127385787007,0.0013294423855191651
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.67308509132098,2.1870191754331203,79.5811915177803,10.7273290554995,0.0005,0.055999999999999994,3.9692286751361094,0.049876467032405995,0.337594420745096,2.753134482506814,4.479321724594045,0.8817413592189447,0.01021839262135187
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.956250884893,2.18780945067932,79.5892660550202,10.7312053555821,0.004,0.01,0.194047186932849,0.002438107505586,0.0,1.5852111292290623,3.5611591271809413,1.0511928413067149,0.0027957119728684206
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.956250884893,2.18780945067932,79.5892660550202,10.7312053555821,0.002,0.023,0.589328493647913,0.007404622794744001,0.035155757577247,1.9055185807388373,3.844206988938702,0.9913978469579395,0.0036916003506481778
North Fork Clearwater,0.003,0.21133000000000002,0.087375,242.956250884893,2.18780945067932,79.5892660550202,10.7312053555821,0.0005,0.055999999999999994,6.40355716878402,0.080457547684348,0.33806724483999395,2.7547508641659637,4.48107477740033,0.8822590348247719,0.016474731268690958
North Fork Clearwater,0.003,0.21133000000000002,0.087375,232.762282316296,2.15894918906557,79.2930190743818,10.5896457723666,0.004,0.01,0.15361161524500902,0.001937265310845,0.0,1.5511071606408193,3.5098980897550875,1.028577653349042,0.002266101122592489
North Fork Clearwater,0.003,0.21133000000000002,0.087375,232.762282316296,2.15894918906557,79.2930190743818,10.5896457723666,0.002,0.023,0.24961887477314001,0.003148056130124,0.030293743845679,1.8646367285853938,3.789024920283686,0.9701279519203052,0.001601049706179921
North Fork Clearwater,0.003,0.21133000000000002,0.087375,232.762282316296,2.15894918906557,79.2930190743818,10.5896457723666,0.0005,0.055999999999999994,4.39713248638838,0.055454219522952,0.320880474456515,2.695990365870249,4.417123375987687,0.8634399172099759,0.011583418684683256
North Fork Clearwater,0.003,0.21133000000000002,0.087375,232.762282316296,2.15894918906557,79.2930190743818,10.5896457723666,0.008,0.037000000000000005,0.09437386569872999,0.0011901913535439998,0.0,1.290505308347978,3.251685254515565,1.0907257740921064,0.00037627490156988473
North Fork Clearwater,0.003,0.21133000000000002,0.087375,232.762282316296,2.15894918906557,79.2930190743818,10.5896457723666,0.004,0.01,1.27404718693285,0.016067583272843997,0.0,1.5511071606408193,3.5098980897550875,1.028577653349042,0.018794931333415747
North Fork Clearwater,0.003,0.21133000000000002,0.087375,232.762282316296,2.15894918906557,79.2930190743818,10.5896457723666,0.002,0.023,3.3974591651542596,0.042846888727584,0.030293743845679,1.8646367285853938,3.789024920283686,0.9701279519203052,0.021791224734395067
