stream_id,D
Blodgett,22.3314132816934
Blodgett,58.5287093277677
Blodgett,163.121917878698
Blodgett,112.019743070768
Blodgett,31.2228858623462
Blodgett,127.254270215143
Blodgett,40.5408735574795
Blodgett,80.6913029413435
Blodgett,35.4534356930384
Blodgett,4.74296622587582
Blodgett,105.455311461904
Blodgett,22.0893101399953
Blodgett,31.9810245734085
Blodgett,310.867159767712
Blodgett,220.096819345018
Blodgett,27.4842663466417
Blodgett,7.0017766224242
Blodgett,201.878240441153
Blodgett,49.9294899453864
Blodgett,56.1487732661243
Blodgett,257.434279869876
Blodgett,265.306306111062
Blodgett,89.3687176140273
Blodgett,235.753486916719
Blodgett,173.330890712301
Blodgett,76.9748996458806
Blodgett,211.010647882074
Blodgett,238.065288302108
Blodgett,111.593803301821
Blodgett,27.7189808677091
Blodgett,155.65267243781
Blodgett,101.54899827989
Blodgett,293.676845877271
Blodgett,199.610577233288
Blodgett,112.600535456015
Blodgett,32.9322779598955
Blodgett,353.42370317232
Blodgett,35.1428474352237
Blodgett,80.9249679505111
Blodgett,121.761998441243
Blodgett,4.14214460697686
Blodgett,429.931958003152
Blodgett,68.2703764288362
Blodgett,4.30648499761711
Blodgett,299.46213164123
Blodgett,20.0337866043348
Blodgett,11.148622344772
Blodgett,54.146528139892
Blodgett,67.1109350085391
Blodgett,243.479495720508
Blodgett,188.235030375466
Blodgett,443.212628048621
Blodgett,254.558983306158
Blodgett,10.2808261150543
Blodgett,110.114149115129
Blodgett,85.8504026344415
Blodgett,11.235393815494
Blodgett,27.8036921764307
Blodgett,40.8844052394239
Blodgett,31.2092052758517
Blodgett,263.831332235248
Blodgett,240.451687670584
Blodgett,40.6439789047689
Blodgett,113.463812251852
Blodgett,309.311316855393
Blodgett,22.8797476078381
Blodgett,23.1850752024597
Blodgett,341.327754001636
Blodgett,2.8350391624767
Blodgett,29.7283515318356
Blodgett,129.276746663547
Blodgett,145.440018887037
Blodgett,40.5514016879947
Blodgett,220.261030740118
Blodgett,469.242435001101
Blodgett,18.8106895830449
Blodgett,64.3518255834502
Blodgett,97.3424189856748
Blodgett,105.683931186342
Blodgett,107.420498688128
Blodgett,230.951461264139
Blodgett,183.273024481184
Blodgett,374.292559973113
Blodgett,109.564451771876
Blodgett,16.4892486642738
Blodgett,111.494205795772
Blodgett,75.3926133391891
Blodgett,174.07732119786
Blodgett,154.940565629539
Blodgett,522.207410073665
Blodgett,50.605369571217
Blodgett,34.7017937291822
Blodgett,171.87780186026
Blodgett,171.338346548664
Blodgett,47.8333743937066
Blodgett,82.4536430820038
Blodgett,141.271837511156
Blodgett,496.027510026933
Blodgett,157.384785701643
Blodgett,114.014852445611
Blodgett,110.229432082334
Blodgett,82.2563746820697
Blodgett,12.0062142105025
Blodgett,104.223819511368
Blodgett,235.795162218347
Blodgett,54.5340691680935
Blodgett,86.2517836745244
Blodgett,231.878723020844
Blodgett,98.9675239441429
Blodgett,17.4850683990302
Blodgett,233.837793386028
Blodgett,117.375787531159
Blodgett,2.89482714503634
Blodgett,17.7912171487724
Blodgett,183.786917628481
Blodgett,168.255542022219
Blodgett,11.7970876292219
Blodgett,309.737016858766
Blodgett,103.736971558622
Blodgett,92.6320820572392
Blodgett,119.841587767168
Blodgett,120.482541824703
Blodgett,118.308895132674
Blodgett,30.671133992237
Blodgett,7.02053361724481
Blodgett,87.0295238563273
Blodgett,8.09507822404151
Blodgett,96.2706881038641
Blodgett,54.761607215254
Blodgett,56.9449174938721
Blodgett,23.7140150302103
Blodgett,149.329085953134
Blodgett,80.3535160629217
Blodgett,40.8148908789839
Blodgett,74.3093349030531
Blodgett,3.86900808384032
Blodgett,2.58219045773296
Blodgett,34.9937918942356
Blodgett,158.539377460275
Blodgett,3.75671870736467
Blodgett,17.9102197965213
Blodgett,265.530753784116
Blodgett,152.105994004239
Blodgett,103.753669969595
Blodgett,59.9753828240235
Blodgett,306.261945043011
Blodgett,78.4764588718127
Blodgett,78.9693275931539
Blodgett,222.524755554041
Blodgett,84.7809008696449
Blodgett,60.3076564733744
Blodgett,10.340986422391
Blodgett,62.0279747600007
Blodgett,465.590855620497
Blodgett,72.8496804844803
Blodgett,311.045540861564
Blodgett,40.0008263474381
Blodgett,171.049228017841
Blodgett,40.9796343158448
Blodgett,1.63561475984689
Blodgett,130.810767466516
Blodgett,106.798877209467
Blodgett,15.1615653654023
Blodgett,174.567070869148
Blodgett,140.41828351566
Blodgett,105.95325789067
Blodgett,97.6707206910695
Blodgett,1.89895697545838
Blodgett,47.0646744596051
Blodgett,97.6281513981268
Blodgett,68.3560666026513
Blodgett,253.244196476599
Blodgett,161.763952973033
Blodgett,46.0363785594383
Blodgett,4.92208152125455
Blodgett,76.6577127742028
Blodgett,207.284831974506
Blodgett,140.985119455691
Blodgett,254.162335928385
Blodgett,108.796418546062
Blodgett,114.080774800986
Blodgett,39.3296902293898
Blodgett,170.953516791262
Blodgett,239.407534088971
Blodgett,327.248784084159
Blodgett,69.5826212801139
Blodgett,149.522809455793
Blodgett,54.085815787607
Blodgett,18.5434582177363
Blodgett,305.547882180208
Blodgett,138.158426892333
Blodgett,144.769798551219
Blodgett,133.081285755732
Blodgett,141.962408353514
Blodgett,27.4479535179672
Blodgett,222.738760956334
Blodgett,20.7832995474133
Blodgett,50.7445393211813
Blodgett,84.4591574557828
Blodgett,262.116155618248
Blodgett,61.7445623987813
Blodgett,109.896827579487
Blodgett,46.0636393770531
Blodgett,184.327643046006
Blodgett,146.709282264712
Blodgett,310.748574563368
Blodgett,253.501070141457
Blodgett,138.99299184981
Blodgett,19.1534074046743
Blodgett,67.4403785985203
Blodgett,28.6946739890496
Blodgett,184.747266799189
Blodgett,47.4730947185204
Blodgett,52.9927916567653
Blodgett,129.766318223527
Blodgett,216.978985069411
Blodgett,161.036792664428
Blodgett,79.5095045920266
Blodgett,129.374546351686
Blodgett,138.713301505924
Blodgett,196.51621572872
Blodgett,28.4814262929656
Blodgett,179.957489388693
Blodgett,40.867819757696
Blodgett,53.2582992128534
Blodgett,440.302970116219
Blodgett,347.612582167208
Blodgett,69.9504424016946
Blodgett,253.792411717978
Blodgett,177.971578695426
Blodgett,8.47963609749738
Blodgett,116.231789221714
Blodgett,73.4562832008507
Blodgett,2.88026772479639
Blodgett,63.3213506378857
Blodgett,155.132760626808
Blodgett,15.513255404332
Blodgett,61.7399466252961
Blodgett,365.576880567941
Blodgett,335.660096741183
Blodgett,7.42621178320018
Blodgett,103.98257339268
Blodgett,16.5504588138196
Blodgett,212.50474056474
Blodgett,19.224360892289
Blodgett,6.6585955205803
Blodgett,124.443059061084
Blodgett,64.1664396785791
Blodgett,11.2080275095897
Blodgett,118.205525425047
Blodgett,229.003373687496
Blodgett,53.0026592234695
Blodgett,170.541277499619
